event_start,event_end,event_type,headline,category
2019-08-02,2019-08-02,crisis,r kelly,General / Breaking News
2019-08-05,2019-08-07,crisis,beto o'rourke,General / Breaking News
2019-08-07,2019-08-07,crisis,disney plus,General / Breaking News
2019-08-07,2019-08-08,crisis,notre dame fire,General / Breaking News
2019-08-07,2019-08-07,crisis,mad cow,General / Breaking News
2019-08-07,2019-08-07,crisis,mad cow disease,Public Health & Disease
2019-08-09,2019-08-23,crisis,jeffrey epstein,General / Breaking News
2019-08-09,2019-08-09,crisis,cameron boyce,General / Breaking News
2019-08-09,2019-08-09,crisis,pakistan,General / Breaking News
2019-08-12,2019-08-13,crisis,antonio brown,General / Breaking News
2019-08-12,2019-08-15,crisis,hong kong,General / Breaking News
2019-08-13,2019-08-13,crisis,phillies,General / Breaking News
2019-08-14,2019-08-14,crisis,wework,General / Breaking News
2019-08-14,2019-08-26,macro,recession,Economy & Finance
2019-08-14,2019-08-15,crisis,cameron boyce,General / Breaking News
2019-08-15,2019-08-15,crisis,pakistan,General / Breaking News
2019-08-15,2019-08-15,crisis,nipsey hussle,General / Breaking News
2019-08-16,2019-08-16,crisis,bryce harper,General / Breaking News
2019-08-19,2019-08-19,crisis,notre dame,General / Breaking News
2019-08-19,2019-08-19,geopolitics,iran news,"War, Geopolitics & Terrorism"
2019-08-19,2019-08-19,crisis,huawei,General / Breaking News
2019-08-20,2019-08-20,crisis,notre dame fire,General / Breaking News
2019-08-20,2019-08-20,crisis,antonio brown,General / Breaking News
2019-08-20,2019-08-20,crisis,news today,General / Breaking News
2019-08-21,2019-08-21,crisis,venezuela news,General / Breaking News
2019-08-22,2019-08-22,crisis,climate change,Natural Disasters & Climate
2019-08-23,2019-08-23,crisis,jussie smollett,General / Breaking News
2019-08-26,2019-08-26,crisis,climate change,Natural Disasters & Climate
2019-08-27,2019-08-27,crisis,notre dame fire,General / Breaking News
2019-08-27,2019-08-29,crisis,jeffrey epstein,General / Breaking News
2019-08-27,2019-08-27,crisis,notre dame,General / Breaking News
2019-08-27,2019-08-27,crisis,michael jackson,General / Breaking News
2019-08-28,2019-08-29,crisis,andrew yang,General / Breaking News
2019-08-28,2019-08-28,geopolitics,boris johnson,Politics & Government
2019-08-28,2019-09-20,crisis,hurricane dorian,Natural Disasters & Climate
2019-08-29,2019-08-29,macro,recession,Economy & Finance
2019-09-03,2019-09-09,crisis,melvin gordon,General / Breaking News
2019-09-03,2019-09-05,geopolitics,boris johnson,Politics & Government
2019-09-04,2019-09-04,crisis,andrew yang,General / Breaking News
2019-09-04,2019-09-04,crisis,brexit,General / Breaking News
2019-09-05,2019-09-05,crisis,disney plus,General / Breaking News
2019-09-05,2019-09-24,crisis,antonio brown,General / Breaking News
2019-09-06,2019-09-06,macro,recession,Economy & Finance
2019-09-10,2019-09-10,crisis,venezuela news,General / Breaking News
2019-09-12,2019-09-13,crisis,andrew yang,General / Breaking News
2019-09-13,2019-09-13,geopolitics,biden,Politics & Government
2019-09-13,2019-09-13,geopolitics,bernie sanders,Politics & Government
2019-09-13,2019-09-13,geopolitics,kamala harris,Politics & Government
2019-09-13,2019-09-13,crisis,beto o'rourke,General / Breaking News
2019-09-13,2019-09-13,crisis,lori loughlin,General / Breaking News
2019-09-13,2019-09-13,crisis,pete buttigieg,General / Breaking News
2019-09-13,2019-09-13,crisis,wework,General / Breaking News
2019-09-13,2019-09-13,geopolitics,joe biden,Politics & Government
2019-09-17,2019-09-17,crisis,wework,General / Breaking News
2019-09-17,2019-09-18,crisis,andrew yang,General / Breaking News
2019-09-17,2019-09-17,crisis,disney plus,General / Breaking News
2019-09-17,2019-09-17,crisis,jeffrey epstein,General / Breaking News
2019-09-18,2019-09-18,geopolitics,iran news,"War, Geopolitics & Terrorism"
2019-09-19,2019-09-19,crisis,jeffrey epstein,General / Breaking News
2019-09-19,2019-09-19,crisis,michael jackson,General / Breaking News
2019-09-19,2019-09-19,crisis,earthquake,Natural Disasters & Climate
2019-09-19,2019-09-19,crisis,wework,General / Breaking News
2019-09-20,2019-09-20,crisis,news today,General / Breaking News
2019-09-20,2019-09-25,crisis,climate change,Natural Disasters & Climate
2019-09-23,2019-09-23,crisis,pakistan,General / Breaking News
2019-09-23,2019-09-23,crisis,game of thrones,General / Breaking News
2019-09-23,2019-09-23,crisis,cameron boyce,General / Breaking News
2019-09-23,2019-09-23,crisis,notre dame fire,General / Breaking News
2019-09-23,2019-10-01,crisis,wework,General / Breaking News
2019-09-23,2019-09-24,geopolitics,boris johnson,Politics & Government
2019-09-24,2019-09-25,crisis,hurricane dorian,Natural Disasters & Climate
2019-09-24,2019-09-27,geopolitics,biden,Politics & Government
2019-09-24,2019-09-24,crisis,earthquake,Natural Disasters & Climate
2019-09-24,2019-09-26,geopolitics,joe biden,Politics & Government
2019-09-24,2019-09-27,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-09-25,2019-09-26,geopolitics,impeachment,Politics & Government
2019-09-25,2019-09-26,geopolitics,trump impeachment,Politics & Government
2019-09-26,2019-09-26,crisis,mad cow disease,Public Health & Disease
2019-09-26,2019-09-26,crisis,mad cow,General / Breaking News
2019-09-26,2019-09-27,crisis,melvin gordon,General / Breaking News
2019-09-27,2019-09-27,crisis,hurricane dorian,Natural Disasters & Climate
2019-09-30,2019-09-30,crisis,antonio brown,General / Breaking News
2019-10-01,2019-10-01,crisis,tottenham,General / Breaking News
2019-10-02,2019-10-02,crisis,andrew yang,General / Breaking News
2019-10-02,2019-10-04,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-10-02,2019-10-02,geopolitics,bernie sanders,Politics & Government
2019-10-02,2019-10-03,crisis,boeing,General / Breaking News
2019-10-03,2019-10-03,crisis,notre dame,General / Breaking News
2019-10-03,2019-10-04,crisis,cameron boyce,General / Breaking News
2019-10-03,2019-10-04,geopolitics,biden,Politics & Government
2019-10-04,2019-10-07,crisis,melvin gordon,General / Breaking News
2019-10-04,2019-10-07,crisis,tottenham,General / Breaking News
2019-10-04,2019-10-04,geopolitics,joe biden,Politics & Government
2019-10-07,2019-10-08,crisis,mad cow,General / Breaking News
2019-10-07,2019-10-07,crisis,hurricane dorian,Natural Disasters & Climate
2019-10-07,2019-10-08,crisis,mad cow disease,Public Health & Disease
2019-10-08,2019-10-11,crisis,hong kong,General / Breaking News
2019-10-09,2019-10-09,crisis,hurricane dorian,Natural Disasters & Climate
2019-10-09,2019-10-09,crisis,notre dame,General / Breaking News
2019-10-10,2019-10-10,geopolitics,trump impeachment,Politics & Government
2019-10-11,2019-10-11,geopolitics,iran news,"War, Geopolitics & Terrorism"
2019-10-11,2019-10-11,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-10-14,2019-10-15,crisis,wework,General / Breaking News
2019-10-14,2019-10-14,crisis,melvin gordon,General / Breaking News
2019-10-14,2019-10-14,crisis,nipsey hussle,General / Breaking News
2019-10-15,2019-10-16,geopolitics,bernie sanders,Politics & Government
2019-10-15,2019-10-15,crisis,tottenham,General / Breaking News
2019-10-15,2019-10-16,crisis,andrew yang,General / Breaking News
2019-10-15,2019-10-15,crisis,notre dame,General / Breaking News
2019-10-15,2019-10-15,crisis,notre dame fire,General / Breaking News
2019-10-16,2019-10-16,geopolitics,biden,Politics & Government
2019-10-16,2019-10-16,crisis,bryce harper,General / Breaking News
2019-10-16,2019-10-16,geopolitics,kamala harris,Politics & Government
2019-10-16,2019-10-17,geopolitics,trump impeachment,Politics & Government
2019-10-16,2019-10-16,geopolitics,joe biden,Politics & Government
2019-10-16,2019-10-18,crisis,earthquake,Natural Disasters & Climate
2019-10-16,2019-10-16,crisis,beto o'rourke,General / Breaking News
2019-10-16,2019-10-16,crisis,pete buttigieg,General / Breaking News
2019-10-17,2019-10-17,crisis,brexit,General / Breaking News
2019-10-17,2019-10-17,geopolitics,boris johnson,Politics & Government
2019-10-21,2019-10-21,crisis,melvin gordon,General / Breaking News
2019-10-22,2019-10-23,crisis,lori loughlin,General / Breaking News
2019-10-22,2019-10-23,crisis,wework,General / Breaking News
2019-10-22,2019-10-22,crisis,disney plus,General / Breaking News
2019-10-23,2019-10-23,geopolitics,boris johnson,Politics & Government
2019-10-25,2019-10-25,crisis,cameron boyce,General / Breaking News
2019-10-25,2019-10-25,crisis,lori loughlin,General / Breaking News
2019-10-25,2019-10-25,crisis,wework,General / Breaking News
2019-10-25,2019-10-25,crisis,news today,General / Breaking News
2019-10-29,2019-10-30,crisis,notre dame fire,General / Breaking News
2019-10-29,2019-10-29,crisis,melvin gordon,General / Breaking News
2019-10-30,2019-10-30,crisis,jeffrey epstein,General / Breaking News
2019-10-30,2019-10-30,crisis,game of thrones,General / Breaking News
2019-10-30,2019-10-30,crisis,news today,General / Breaking News
2019-10-30,2019-11-01,crisis,disney plus,General / Breaking News
2019-10-31,2019-10-31,crisis,bryce harper,General / Breaking News
2019-11-01,2019-11-01,crisis,lori loughlin,General / Breaking News
2019-11-04,2019-11-04,crisis,melvin gordon,General / Breaking News
2019-11-05,2019-11-06,crisis,wework,General / Breaking News
2019-11-07,2019-11-07,crisis,notre dame,General / Breaking News
2019-11-07,2019-11-07,crisis,news today,General / Breaking News
2019-11-07,2019-11-07,crisis,antonio brown,General / Breaking News
2019-11-08,2019-11-15,crisis,disney plus,General / Breaking News
2019-11-08,2019-11-08,crisis,melvin gordon,General / Breaking News
2019-11-08,2019-11-08,crisis,jeffrey epstein,General / Breaking News
2019-11-08,2019-11-08,geopolitics,iran news,"War, Geopolitics & Terrorism"
2019-11-11,2019-11-11,crisis,hong kong,General / Breaking News
2019-11-13,2019-11-13,geopolitics,impeachment,Politics & Government
2019-11-13,2019-11-13,crisis,cameron boyce,General / Breaking News
2019-11-13,2019-11-13,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-11-13,2019-11-13,geopolitics,trump impeachment,Politics & Government
2019-11-14,2019-11-14,crisis,hurricane dorian,Natural Disasters & Climate
2019-11-14,2019-11-14,crisis,wework,General / Breaking News
2019-11-15,2019-11-15,geopolitics,trump impeachment,Politics & Government
2019-11-15,2019-11-15,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-11-15,2019-11-15,crisis,cameron boyce,General / Breaking News
2019-11-18,2019-11-19,crisis,wework,General / Breaking News
2019-11-18,2019-11-22,crisis,jeffrey epstein,General / Breaking News
2019-11-19,2019-11-20,crisis,disney plus,General / Breaking News
2019-11-19,2019-11-21,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-11-20,2019-11-21,geopolitics,trump impeachment,Politics & Government
2019-11-20,2019-11-20,crisis,tottenham,General / Breaking News
2019-11-20,2019-11-21,crisis,news today,General / Breaking News
2019-11-20,2019-11-20,crisis,nipsey hussle,General / Breaking News
2019-11-20,2019-11-21,crisis,andrew yang,General / Breaking News
2019-11-21,2019-11-21,geopolitics,impeachment,Politics & Government
2019-11-21,2019-11-21,geopolitics,kamala harris,Politics & Government
2019-11-21,2019-11-21,crisis,pete buttigieg,General / Breaking News
2019-11-21,2019-11-21,geopolitics,joe biden,Politics & Government
2019-11-21,2019-11-21,geopolitics,bernie sanders,Politics & Government
2019-11-21,2019-11-22,crisis,wework,General / Breaking News
2019-11-21,2019-11-21,geopolitics,biden,Politics & Government
2019-11-22,2019-11-22,crisis,antonio brown,General / Breaking News
2019-11-25,2019-11-25,crisis,michael jackson,General / Breaking News
2019-11-26,2019-11-27,crisis,earthquake,Natural Disasters & Climate
2019-11-26,2019-11-26,crisis,disney plus,General / Breaking News
2019-11-27,2019-11-27,crisis,cameron boyce,General / Breaking News
2019-11-29,2019-11-29,geopolitics,boris johnson,Politics & Government
2019-12-02,2019-12-02,crisis,climate change,Natural Disasters & Climate
2019-12-02,2019-12-02,crisis,lori loughlin,General / Breaking News
2019-12-02,2019-12-03,crisis,notre dame fire,General / Breaking News
2019-12-02,2019-12-02,crisis,hurricane dorian,Natural Disasters & Climate
2019-12-03,2019-12-04,geopolitics,trump impeachment,Politics & Government
2019-12-03,2019-12-03,crisis,venezuela news,General / Breaking News
2019-12-03,2019-12-04,crisis,cameron boyce,General / Breaking News
2019-12-05,2019-12-05,crisis,notre dame,General / Breaking News
2019-12-05,2019-12-05,crisis,notre dame fire,General / Breaking News
2019-12-06,2019-12-06,crisis,r kelly,General / Breaking News
2019-12-10,2019-12-12,crisis,disney plus,General / Breaking News
2019-12-11,2019-12-11,crisis,antonio brown,General / Breaking News
2019-12-11,2019-12-23,crisis,cameron boyce,General / Breaking News
2019-12-11,2019-12-11,crisis,nipsey hussle,General / Breaking News
2019-12-11,2019-12-11,crisis,bryce harper,General / Breaking News
2019-12-11,2019-12-11,crisis,melvin gordon,General / Breaking News
2019-12-11,2019-12-11,crisis,climate change,Natural Disasters & Climate
2019-12-12,2019-12-12,crisis,venezuela news,General / Breaking News
2019-12-12,2019-12-13,geopolitics,trump impeachment,Politics & Government
2019-12-13,2019-12-13,geopolitics,boris johnson,Politics & Government
2019-12-13,2019-12-13,crisis,brexit,General / Breaking News
2019-12-16,2019-12-16,crisis,melvin gordon,General / Breaking News
2019-12-16,2019-12-16,crisis,andrew yang,General / Breaking News
2019-12-16,2019-12-16,crisis,tottenham,General / Breaking News
2019-12-17,2019-12-17,crisis,disney plus,General / Breaking News
2019-12-17,2019-12-24,geopolitics,trump impeachment,Politics & Government
2019-12-17,2019-12-17,crisis,boeing,General / Breaking News
2019-12-17,2019-12-17,geopolitics,shutdown,Politics & Government
2019-12-18,2019-12-19,geopolitics,impeachment,Politics & Government
2019-12-19,2019-12-20,crisis,andrew yang,General / Breaking News
2019-12-19,2019-12-19,geopolitics,ukraine,"War, Geopolitics & Terrorism"
2019-12-20,2019-12-20,geopolitics,bernie sanders,Politics & Government
2019-12-20,2019-12-20,crisis,climate change,Natural Disasters & Climate
2019-12-20,2019-12-20,crisis,pete buttigieg,General / Breaking News
2019-12-20,2019-12-24,crisis,boeing,General / Breaking News
2019-12-23,2019-12-23,crisis,notre dame,General / Breaking News
2019-12-23,2019-12-23,geopolitics,iran news,"War, Geopolitics & Terrorism"
2019-12-23,2019-12-23,crisis,tottenham,General / Breaking News
2019-12-23,2019-12-23,crisis,disney plus,General / Breaking News
2019-12-23,2019-12-27,crisis,notre dame fire,General / Breaking News
2019-12-24,2019-12-24,crisis,earthquake,Natural Disasters & Climate
2019-12-24,2019-12-24,crisis,wework,General / Breaking News
2019-12-24,2019-12-24,crisis,jeffrey epstein,General / Breaking News
2019-12-27,2019-12-27,crisis,antonio brown,General / Breaking News
2019-12-27,2019-12-27,crisis,earthquake,Natural Disasters & Climate
2019-12-27,2019-12-31,crisis,cameron boyce,General / Breaking News
2019-12-31,2019-12-31,geopolitics,trump impeachment,Politics & Government
2019-12-31,2019-12-31,macro,recession,Economy & Finance
2019-12-31,2019-12-31,crisis,disney plus,General / Breaking News
2020-01-24,2020-02-07,crisis,coronavirus china,Public Health & Disease
2020-01-29,2020-01-30,crisis,coronavirus india,Public Health & Disease
2020-02-04,2020-02-05,crisis,coronavirus massachusetts,Public Health & Disease
2020-02-05,2020-02-05,crisis,coronavirus los angeles,Public Health & Disease
2020-02-10,2020-02-10,crisis,ryan newman,General / Breaking News
2020-02-11,2020-02-11,geopolitics,election results 2020,Politics & Government
2020-02-11,2020-02-11,crisis,coronavirus california,Public Health & Disease
2020-02-11,2020-02-11,crisis,coronavirus china,Public Health & Disease
2020-02-12,2020-02-12,crisis,ryan newman,General / Breaking News
2020-02-13,2020-02-13,crisis,coronavirus china,Public Health & Disease
2020-02-14,2020-02-24,crisis,ryan newman,General / Breaking News
2020-02-24,2020-02-24,crisis,italy coronavirus,Public Health & Disease
2020-02-24,2020-03-03,crisis,coronavirus italy,Public Health & Disease
2020-02-24,2020-02-24,crisis,coronavirus china,Public Health & Disease
2020-02-26,2020-02-27,crisis,ryan newman,General / Breaking News
2020-02-26,2020-02-27,crisis,coronavirus us,Public Health & Disease
2020-02-26,2020-02-27,crisis,italy coronavirus,Public Health & Disease
2020-02-27,2020-02-28,crisis,coronavirus massachusetts,Public Health & Disease
2020-02-27,2020-02-27,crisis,california coronavirus,Public Health & Disease
2020-02-28,2020-02-28,crisis,coronavirus china,Public Health & Disease
